"seriesDescription","seriesCount","geoAreaCode","geoAreaName","timePeriodStart","value","Age","Location","Sex"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"12.7","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"24.00833","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.95","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"18.25417","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.775","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"16.74167","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"7.23333","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"18.38333","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"11.71667","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"21.55833","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.77917","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"13.05417","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"8.45","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"14.35","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"19.6875","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.8125","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"15.9375","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"14.85833","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.45833","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"8.41667","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"10.69583","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"17.13333","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.52917","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.60833","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"6.34583","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"9.35417","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2010,"13.53333","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"9.69167","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"13.4375","65+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"9.3","15-24","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"6.77083","15-24","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"15.975","55-64","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"10.05","65+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"10.2","55-64","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"18.41667","45-54","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"12.18333","45-54","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"14.975","65+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"15.38333","45-54","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"10.55","45-54","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"14.14583","55-64","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"10.0625","55-64","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"9.2","65+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"12.6","65+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"17.81667","15+","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"5.89583","15-24","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"8.65417","15-24","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"12.18333","25-44","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"22.02917","25-44","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"10.3875","15+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"16.5375","15+","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"17.37917","45-54","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"11.15833","45-54","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"10.925","15+","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"13.40833","25-44","RURAL","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"24.89583","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"14.775","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"9.6375","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"10.3875","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"11.7","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"19.98333","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"15.24167","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"8.02083","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2013,"8.4125","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"13.38333","15-24","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"7.10417","15-24","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"12.37917","25-44","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"19.31667","25-44","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"16.25","15+","URBAN","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"10.75833","15+","URBAN","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"9.74583","55-64","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"15","55-64","ALLAREA","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"22.64167","25-44","RURAL","FEMALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"10.43333","65+","ALLAREA","MALE"
"Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","2217","756","Switzerland",2016,"11.17083","15+","RURAL","MALE"
